0,38.04519533,25.58901821,25.7,88.4
1,45.42491034,128.5525987,13.4,84
2,48.84324645,28.67941188,12.6,90.2
3,82.76351351,72.32080757,79.6,92.4
4,89.4604403,8.769783853,64.6,93.8
5,93.71013704,10.97353284,73.7,92.3
6,89.54058461,9.935809111,43,95.7
7,95.40192674,13.53099047,87.4,96.5
8,79.84652428,12.99401515,63.9,93.6
9,82.3828744,47.4878437,65.4,97.9
10,93.78375935,5.820108271,57.1,87.2
11,95.17826956,11.8263898,89.9,93.1
12,85.75262411,10.11251555,73.3,93.6
13,88.57162919,10.27619713,76.7,98
14,85.33983293,8.2890844,45.6,96.4
15,85.56418516,63.03610234,57.7,95.5
16,88.28208908,17.40777431,69.9,93.3
17,78.89129518,6.566798679,70.4,97.5
18,88.33722413,19.47568853,60.5,97.1
19,94.27899687,26.44256859,60.3,94
20,8.336876417,138.1581153,0,94.2
21,57.91666667,53.85843469,17.7,71.8
22,77.70547872,21.10745162,26,93.8
23,92.5219539,37.55440277,86.4,90.9
24,88.64172228,12.15901088,51.1,92
25,95.41851668,7.179088789,79.6,95.5
26,92.50303513,4.467373859,60,96
27,95.53261649,12.94093139,67.4,94.4
28,74.9035001,58.49902961,45.6,91.5
29,95.31234074,4.483775547,87.7,97.4
30,88.08197766,7.550429367,27.3,95.3
31,77.66263503,118.6298163,73.9,93.2
32,78.78028883,133.8147516,60.1,87.6
33,93.06311976,5.70291223,83,96.5
34,92.95290241,4.225783568,32,95.4
35,87.70301596,41.11152029,75,92.9
36,75.05791506,0,25.2,88.2
37,75.16275383,159.5517243,30.8,93.2
38,48.09640523,14.27585332,35.1,95
39,89.94635267,53.06011132,78.4,92
40,80.34975181,40.6065577,49.4,91.4
41,81.28262173,9.815411602,74.1,94.6
42,89.14797006,4.164255878,28.5,97.8
43,87.20871682,53.20708927,67.4,93.3
44,52.24201474,0,33.9,89.8
45,66.01249472,4.812807935,32.2,81.1
46,58.28869578,7.687432183,30,89.2
47,94.51215302,18.92675732,73.2,93.4
48,83.74475604,17.35884416,69.8,93
49,98.99444678,1.308451066,90.9,97.1
50,92.92214204,8.687989343,46.9,96
51,96.01886209,14.9192337,87.1,96.4
52,57.47431349,10.24366022,28.9,87.1
53,61.16113423,7.448881258,33.1,95
54,42.84735106,45.76140066,11.7,84.2
55,91.22047036,55.06935077,83.9,94.6
56,85.97513118,35.66015876,55.8,89.8
57,87.05227543,66.60423558,37.7,95.8
58,89.77654109,3.489390031,16.4,96.3
59,62.73300086,18.8347261,42.5,94.8
60,84.9713008,28.1075825,65.7,90.7
61,82.83702904,28.56713527,69.3,93.5
62,60.07503384,12.32077958,35,92.5
63,79.85367063,108.1527775,70.7,94.2
65,89.41842549,25.10557937,63.4,95.6
67,95.30921304,12.37160547,79,96.2
68,70.3623478,5.497790217,68.4,92.8
69,97.52341498,5.082227845,47,92.8
70,91.67563903,10.8019615,38.7,94.9
71,93.54954343,33.97328223,80.5,96.7
72,90.51468071,10.19899995,58.4,88.3
73,92.91941976,28.04441574,76.2,97.5
74,90.66898065,4.034465059,35.4,92.1
75,97.37846745,5.65471999,63.5,92.4
76,65.30577802,30.70476712,34.8,90.5
77,60.58766373,7.288683886,35.8,94.6
78,78.55473748,31.6040264,44.4,92.7
79,91.48877666,51.84409912,80.4,93.2
80,60.63219184,20.05724378,26.5,93.1
81,64.35993137,28.20817759,34.4,75.4
82,77.31284503,15.07949685,30.5,94
83,95.37717865,21.80542668,88.7,95
84,91.01425168,8.729604157,77.6,92.6
85,81.19750653,23.79278528,60.7,96.7
86,76.9683159,8.99760749,39.1,90.7
87,92.89114902,31.41045429,87.3,95.6
88,90.83833612,5.677006346,76.9,96.1
89,94.07963972,7.783196677,78.6,96.5
90,95.9215207,4.585989573,41.9,96.8
91,93.78818008,6.71473636,61.4,95.9
92,96.09909991,4.083282233,56.7,83.4
93,93.55194005,10.12383913,79.1,96.6
94,79.46009178,12.12865896,50.6,96.4
95,94.86160583,2.638641457,82.6,95.2
96,86.92450856,16.75453678,76.2,97.6
97,96.63124193,3.062876731,75.3,96.9
98,92.26446224,2.58970285,57.7,85.6
99,97.18989514,2.902245553,69.7,97.4
100,93.12325114,7.590742267,69.2,92.4
101,97.583878,4.465371818,14.1,95.3
102,82.06334018,50.21574685,68.6,93.5
103,85.25124987,23.47776803,45.6,93.1
104,91.97654725,11.50216833,79.7,95.7
105,95.08325301,9.092223736,81.9,96.2
106,95.10176847,4.317474323,66.9,87.9
107,76.1875843,17.48746699,45.9,92.8
108,91.0081839,28.03870083,69.8,95.2
109,78.24429961,17.62941365,48.8,93.1
110,93.27065546,5.374730645,87.4,91.8
111,84.92639891,1.460141044,71.4,95.7
112,97.44203763,6.935283158,64.8,95.9
113,90.405417,5.141621418,56.6,90.3
114,97.70900714,6.152821756,64.8,95.9
115,96.9168121,7.380385054,69.1,88.3
116,42.75010922,3.585976657,41.8,86.1
117,73.76623377,76.59688561,32.1,70
118,97.45472837,11.70210397,74.3,98.4
119,99.80691057,1.893610781,51.6,100
120,95.54706416,16.65987205,95.6,100
121,99.89949749,1.455560887,94.1,94.1
122,72.54906641,63.82274951,21.1,96.6
123,75.45066186,29.0765258,47.7,93.8
124,78.55427658,13.25651324,45.2,87.4
125,93.90988491,6.784475878,84.5,99.2
126,93.23025098,10.37834134,89.2,97.3
127,97.97941767,21.17452617,67.9,100
128,92.3123706,16.48355096,73.8,96.8
129,94.024475,6.580402811,68.2,88.5
130,86.63793103,155.5068371,66.7,100
131,90.71981164,35.04639638,77.4,95.1
132,79.65367965,36.58625985,59.8,98.6
133,89.9778189,3.121081632,61,97.5
134,76.21167211,6.272048989,57.2,92.2
135,95.93352192,17.85096391,69.7,98.5
136,75.68583239,283.2463713,0,100
137,82.75132081,18.20561676,32.2,97.2
138,78.44918319,167.7062283,44.5,97.5
139,97.21546961,20.09169439,93.2,95.2
140,99.95,1.2475,100,100
141,98.98383029,12.15959189,76.7,100
142,96.19595516,4.627558877,90.1,99.1
143,90.18612521,67.25244144,95.5,95.5
