0,83.90928726,62.90321828,47.1,100
1,98.29192547,14.16322673,54.7,100
2,91.86608961,181.2363959,73.2,97.6
3,98.16274309,42.05693331,90.7,97.6
4,96.20481928,27.61467557,55.1,97.4
5,99.24974306,6.939683901,92.4,97.5
6,98.37113402,26.77978531,58.9,97.4
7,99.1959799,19.45405419,76.2,76.2
8,99.53722334,4.413604363,48.2,100
9,96.49181548,21.03837547,97.4,100
10,95.96899225,52.63248259,66.7,95.8
11,99.6993988,2.915650941,93.1,100
12,98.48898216,26.99279571,73.3,81.1
13,94.30379747,235.4857662,55,97.5
14,99.03259727,8.73815929,54,100
15,99.78894472,4.327314967,76.2,100
16,98.64637985,11.70391397,51.6,100
18,98.87085515,18.15202434,70.8,100
19,94.91874136,54.90637536,41,100
20,97.46052632,25.29449446,53,94.7
21,99.86921529,1.290742443,53.7,100
22,98.07821417,12.32162116,69.3,100
23,97.67561983,52.70676098,73.3,100
24,98.46928499,12.96406162,55.1,100
25,98.58044164,9.81450706,91.5,100
26,98.77862595,10.7219859,95.5,100
27,99.80827447,1.880496619,70.1,100
28,99.97995992,0.199999197,54.7,100
29,94.77366255,24.94877136,90,100
30,85.03533264,231.1640107,50.8,100
31,87.08424908,104.1968093,66.9,97.9
32,99.11646586,15.58482928,97.6,100
33,95.15642458,105.1850286,57.3,100
34,96.46821393,65.09964555,84.2,100
35,98.33333333,13.88888889,50.4,100
36,98.20566632,14.72370346,97.6,100
37,99.40571715,6.247881055,100,100
38,97.74259448,68.2697996,55,97.6
39,91.71709762,33.37248837,87.2,94.7
40,97.25783476,57.28792532,75.7,75.7
41,99.70588235,2.85467128,58.6,100
42,99.97492477,0.312811554,61.3,100
43,99.61342828,3.716279498,97.6,100
44,87.72852423,32.73274364,70.5,97.4
45,99.27286742,7.995173381,97.5,100
46,99.76554536,2.289577404,71.6,97.5
47,99.2370295,13.72357286,20.1,100
48,93.71657754,98.15229203,83,100
49,99.1206544,8.020207343,95.2,95.2
50,96.82801236,40.19596093,75.2,100
51,98.35645678,13.7341979,92.7,100
52,93.29064588,65.29915526,66.7,97.5
53,90.93406593,8.468180171,27.9,92
54,95.42427497,24.81999075,16.7,97.4
55,98.30474268,27.3985547,100,100
56,86.02245863,573.3931126,52.5,100
