"","RNA_Label","label","V2"
"0_with_shape.csv",0,"Train_A_With_Shape33","64.6465450006979"
"1_with_shape.csv",1,"Train_A_With_Shape33","64.6467109780952"
"2_with_shape.csv",2,"Train_A_With_Shape33","64.6465417362823"
"3_with_shape.csv",3,"Train_A_With_Shape33","64.6516030014378"
"4_with_shape.csv",4,"Train_A_With_Shape33","64.6465578033013"
"5_with_shape.csv",5,"Train_A_With_Shape33","64.6467795431265"
"6_with_shape.csv",6,"Train_A_With_Shape33","64.6465747878397"
"7_with_shape.csv",7,"Train_A_With_Shape33","64.6894908316438"
"8_with_shape.csv",8,"Train_A_With_Shape33","64.6465409389905"
"9_with_shape.csv",9,"Train_A_With_Shape33","64.6468331463194"
"10_with_shape.csv",10,"Train_A_With_Shape33","64.6465452055102"
"11_with_shape.csv",11,"Train_A_With_Shape33","64.6639191310555"
"12_with_shape.csv",12,"Train_A_With_Shape33","64.646542495449"
"13_with_shape.csv",13,"Train_A_With_Shape33","64.6470817676516"
"14_with_shape.csv",14,"Train_A_With_Shape33","64.6465402541691"
"15_with_shape.csv",15,"Train_A_With_Shape33","64.6481688143067"
"16_with_shape.csv",16,"Train_A_With_Shape33","64.6465417580876"
"17_with_shape.csv",17,"Train_A_With_Shape33","64.6465844003519"
"18_with_shape.csv",18,"Train_A_With_Shape33","64.6465401279256"
"19_with_shape.csv",19,"Train_A_With_Shape33","64.6609950573041"
"20_with_shape.csv",20,"Train_A_With_Shape33","64.6472098814988"
"21_with_shape.csv",21,"Train_A_With_Shape33","64.6479909287532"
"22_with_shape.csv",22,"Train_A_With_Shape33","64.6465563811175"
"23_with_shape.csv",23,"Train_A_With_Shape33","64.7669656841909"
"24_with_shape.csv",24,"Train_A_With_Shape33","64.6465404119581"
"25_with_shape.csv",25,"Train_A_With_Shape33","64.6466058828156"
"26_with_shape.csv",26,"Train_A_With_Shape33","64.6465453989579"
"27_with_shape.csv",27,"Train_A_With_Shape33","64.6637675748205"
"28_with_shape.csv",28,"Train_A_With_Shape33","64.6465435814254"
"29_with_shape.csv",29,"Train_A_With_Shape33","64.6470232384463"
"30_with_shape.csv",30,"Train_A_With_Shape33","64.6465452400292"
"31_with_shape.csv",31,"Train_A_With_Shape33","64.6522126607173"
